"","participant","chooserandom_Instruction_1","chooserandom_Condition_1","chooserandom_Relevance_1","ID_Yapper","Angry_pretest","Anxious_pretest","Happy_pretest","Depressed_pretest","Tense_pretest","Calm_pretest","Stressed_pretest","Nervous_pretest","SoundCalibration_1","SoundProblem_1","count_Trial1_Irrelevant_1","Pleasure_Trial1_Irrelevant_1","Arousal_Trial1_Irrelevant_1","Control_Trial1_Irrelevant_1","count_Criticaltrial_Irrelevant_1","Pleasure_Criticaltrial_Irrelevant_1","Arousal_Criticaltrial_Irrelevant_1","Control_Criticaltrial_Irrelevant_1","IB_Criticaltrial_Irrelevant_1","IB_Feature_Criticaltrial_Irrelevant_1","IB_Color_Criticaltrial_Irrelevant_1","IB_Motion_Criticaltrial_Irrelevant_1","count_Dividedtrial_Irrelevant_1","Pleasure_Dividedtrial_Irrelevant_1","Arousal_Dividedtrial_Irrelevant_1","Control_Dividedtrial_Irrelevant_1","IB_Dividedtrial_Irrelevant_1","IB_Feature_Dividedtrial_Irrelevant_1","IB_Color_Dividedtrial_Irrelevant_1","IB_Motion_Dividedtrial_Irrelevant_1","IB_Fulltrial_Irrelevant_1","IB_Feature_Fulltrial_Irrelevant_1","IB_Color_Fulltrial_Irrelevant_1","IB_Motion_Fulltrial_Irrelevant_1","count_Trial1_Relevant_1","Pleasure_Trial1_Relevant_1","Arousal_Trial1_Relevant_1","Control_Trial1_Relevant_1","count_Criticaltrial_Relevant_1","Pleasure_Criticaltrial_Relevant_1","Arousal_Criticaltrial_Relevant_1","Control_Criticaltrial_Relevant_1","IB_Criticaltrial_Relevant_1","IB_Feature_Criticaltrial_Relevant_1","IB_Color_Criticaltrial_Relevant_1","IB_Motion_Criticaltrial_Relevant_1","count_Dividedtrial_Relevant_1","Pleasure_Dividedtrial_Relevant_1","Arousal_Dividedtrial_Relevant_1","Control_Dividedtrial_Relevant_1","IB_Dividedtrial_Relevant_1","IB_Feature_Dividedtrial_Relevant_1","IB_Color_Dividedtrial_Relevant_1","IB_Motion_Dividedtrial_Relevant_1","IB_Fulltrial_Relevant_1","IB_Feature_Fulltrial_Relevant_1","IB_Color_Fulltrial_Relevant_1","IB_Motion_Fulltrial_Relevant_1","Angry","Anxious","Happy","Depressed","Tense","Calm","Stressed","Nervous","Check_sound_1","Check_Uncomfort_1","Check_Volume_1","Connaissance_1","Connaissance_Task_1","Connaissance_IB_1","Subjective_SES","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","Pay_Distance","Household_Nb","Pay_Amount","Pay_Month","Age","Gender","Town","Country","Writing_Script_C","Writing_Language","Studies","CSP","CSP_Other","Game_Feelings","TIME_start","TIME_end","TIME_total","ID","PrimaryTask","PrimaryTask_C","Threat","Threat_C","Congruency","Congruency_C","Calm_pretest_Recod","Calm_Recod","SoundCalibration","SoundProblem","Count_Trial1","Count_TrialCritical","Count_TrialDivided","Error_Trial1","Error_TrialCritic","Error_TrialDivided","PleasureTrial1","PleasureCritical","PleasureDivided","ArousalTrial1","ArousalCritical","ArousalDivided","SenseControlTrial1","SenseControlCritical","SenseControlDivided","Noticing_Critic","Noticing_Divided","Noticing_Full","Check_Sound","Check_Uncomfort","Check_Volume","Knew","KnewTask","KnewIB","Writing_Script","FearScore_pre","FearScore_post","FearMean_pre","FearMean_post","FearScore","FearMean","PESS_Mean"
"11","s.a16af2b5-ae7a-4ecc-8fc4-d7796faf11ae.txt",2,1,2,"XXXX",1,1,5,1,3,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,2,8,16,1,4,4,1,3,2,4,16,1,6,3,1,3,2,4,1,3,2,2,1,2,2,1,3,5,2,2,2,NA,NA,2,1,1,7,1,2,1,1,1,2,2,4,20,2,"2400","5000",29,2,"CALUIRE ET CUIRE","FRANCE",1,NA,7,3,NA,"Rien de sp<e9>cial","2023-10-09-08-36","2023-10-09-08-44",8,1232,"BlackFocus",0.5,"Control",-0.5,"Congruent",0.5,3,3,"LoudSound",NA,17,16,16,2,4,5,3,1,1,2,4,6,8,4,3,1,1,1,-0.5,NA,NA,0.5,-0.5,-0.5,"LatinScript",-0.479706325359927,-0.384178042145102,2,2.25,0.0955282832148255,0.25,1.75
"12","s.178a6303-3a8c-4c3b-8516-191c0b200d18.txt",2,1,2,"XXXX",1,2,5,2,3,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,5,4,18,5,6,4,2,NA,NA,NA,15,4,6,4,2,NA,NA,NA,1,3,2,2,1,2,1,2,5,3,3,4,2,NA,NA,1,1,1,6,2,6,2,3,2,5,5,7,23,2,"1600","3600",30,1,"Arbent","France",1,NA,6,5,NA,"De la concentration","2023-09-05-20-21","2023-09-05-20-33",12,188,"BlackFocus",0.5,"Control",-0.5,"Congruent",0.5,3,5,"SoftSound",NA,21,18,15,2,2,6,4,5,4,5,6,6,4,4,4,0,0,1,-0.5,NA,NA,-0.5,-0.5,-0.5,"LatinScript",-0.128547085738073,0.404990117047073,2.5,3.5,0.533537202785146,1,4
"13","s.69a96a50-c705-4727-aeb4-40b8b8b116a1.txt",1,2,1,"XXXX",1,1,5,1,1,7,1,1,2,NA,10,7,2,9,14,7,1,7,1,6,7,7,8,7,1,8,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,7,1,1,1,2,2,1,1,1,4,4,4,2,2,2,3,2,4,15,2,"1700","2500",50,2,"DONCHERY","FRANCE",1,NA,3,5,NA,"Je ne sais pas si j'ai vraiment tout vu ce que je devais voir, c'est peut-<ea>tre <e0> force d'<ea>tre concentrer sur l'<e9>cran. Tr<e8>s bon test de visualisation","2023-09-10-08-57","2023-09-10-09-11",14,830,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,1,1,"SoftSound",NA,10,14,8,0,2,0,7,7,7,2,1,1,9,7,8,0,1,1,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",-1.10502495328365,-1.10793820725763,1,1,-0.00291325397397868,0,2.875
"14","s.67f1acf4-6dce-457a-a035-07acd84cda67.txt",1,1,1,"XXXX",1,1,6,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-15-21-50",NA,NA,818,"WhiteFocus",-0.5,"Control",-0.5,"Incongruent",-0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1.10502495328365,NA,1,NA,NA,NA,NA
"15","s.fa5482eb-e2a6-401a-9a2c-5ea113d1ce08.txt",2,2,1,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-18-14-48",NA,NA,1877,"BlackFocus",0.5,"Threat",0.5,"Incongruent",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","s.9865f7f1-8e64-408f-9e73-56f43b83ba72.txt",1,1,1,"XXXX",1,1,4,1,1,7,1,1,3,NA,10,5,4,6,0,5,3,8,1,5,7,7,8,5,4,6,1,3,2,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,6,1,1,2,NA,NA,1,1,1,6,3,2,1,5,1,1,1,1,22,2,"1700","3300",49,1,"VIRIGNIN","France",1,NA,4,5,NA,"concentration","2023-10-06-13-38","2023-10-06-13-54",16,1171,"WhiteFocus",-0.5,"Control",-0.5,"Incongruent",-0.5,1,2,"LoudSound",NA,10,0,8,0,12,0,5,5,5,4,3,4,6,8,6,0,1,1,-0.5,NA,NA,-0.5,-0.5,-0.5,"LatinScript",-1.10502495328365,-1.10793820725763,1,1,-0.00291325397397868,0,1.875
"17","s.3380192c-b3ae-4093-bc17-2a33e056b0e7.txt",1,2,1,"XXXX",2,3,2,5,6,3,5,4,3,NA,10,4,6,6,12,4,6,4,2,NA,NA,NA,8,5,5,6,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,5,6,2,6,6,1,1,2,1,1,1,4,6,6,5,7,4,6,6,6,19,1,"0","1600",28,2,NA,NA,1,NA,6,6,NA,"De l'interrogation","2023-09-10-09-38","2023-09-10-09-47",9,397,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,5,6,"LoudSound",NA,10,12,8,0,0,0,4,4,5,6,6,5,6,4,6,0,1,1,0.5,0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",1.14712841436588,1.83524616718568,4.5,5.75,0.688117752819798,1.25,5.75
"18","s.d06997ba-a692-45e9-b631-f59acea1a203.txt",1,1,1,"XXXX",7,7,1,7,7,1,7,7,3,NA,16,3,7,3,13,4,7,2,1,1,2,2,11,3,8,3,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,7,7,1,7,7,1,1,2,1,1,1,6,7,1,7,7,7,7,7,7,15,3,"1300","1300",28,1,"Stains","France",2,"Anglais",6,5,NA,"Int<e9>ressant","2023-09-15-14-49","2023-09-15-14-55",6,1576,"WhiteFocus",-0.5,"Control",-0.5,"Incongruent",-0.5,7,7,"LoudSound",NA,16,13,11,6,1,3,3,4,3,7,7,8,3,2,3,1,1,1,0.5,0.5,0.5,-0.5,-0.5,-0.5,"OtherScript",2.79711627979776,2.56611134176672,7,7,-0.231004938031039,0,6.25
"19","s.7127572a-ff02-472c-8f52-163bd1fe3b2a.txt",2,1,1,"XXXX",1,4,3,1,2,2,4,3,3,NA,11,6,6,9,12,6,4,9,2,NA,NA,NA,8,6,3,9,1,3,4,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,1,1,2,NA,NA,2,2,2,2,5,6,4,7,5,6,7,7,16,2,"1103",NA,24,1,"Saint-Denis","Reunion",1,NA,5,9,NA,NA,"2023-09-18-11-58","2023-09-18-12-18",20,887,"BlackFocus",0.5,"Control",-0.5,"Incongruent",-0.5,6,3,"LoudSound",NA,11,12,8,0,2,0,6,6,6,6,4,3,9,9,9,0,1,0,-0.5,NA,NA,0.5,0.5,0.5,"LatinScript",0.431087518245893,-1.10793820725763,3.25,1,-1.53902572550352,-2.25,5.875
"20","s.61a62c7c-79aa-4fae-9747-1be785d90840.txt",2,1,2,"XXXX",2,1,5,2,2,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,6,4,7,17,6,4,6,2,NA,NA,NA,16,6,4,7,2,NA,NA,NA,1,3,2,2,1,1,1,1,1,6,1,1,1,1,2,2,2,2,6,5,5,3,5,5,3,4,4,16,2,"600","600",40,2,"Antibes","France",1,NA,5,6,NA,"Calme","2023-09-15-14-30","2023-09-15-14-37",7,762,"BlackFocus",0.5,"Control",-0.5,"Congruent",0.5,2,2,"LoudSound",NA,36,17,16,17,3,5,6,6,6,4,4,4,7,6,7,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,"LatinScript",-0.595466837812709,-1.10793820725763,1.75,1,-0.512471369444917,-0.75,4.25
"21","s.e0d0e2b5-85a8-4e14-83a4-257bfa2d39ed.txt",2,1,2,"XXXX",1,5,2,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,3,6,15,6,3,6,1,3,2,2,17,5,5,6,2,NA,NA,NA,1,3,2,2,1,1,1,1,4,4,2,2,2,NA,NA,1,1,1,3,7,7,7,7,7,7,7,7,15,4,"1500","3000",36,2,"Le Coteau","france",1,NA,3,5,NA,"CUriosit<e9>e, besoin de concentration","2023-10-18-09-42","2023-10-18-09-53",11,1699,"BlackFocus",0.5,"Control",-0.5,"Congruent",0.5,3,4,"LoudSound",NA,19,15,17,0,5,4,3,6,5,3,3,5,6,6,6,1,0,1,-0.5,NA,NA,-0.5,-0.5,-0.5,"LatinScript",1.49640253543729,-0.39128305161362,5,2.25,-1.88768558705091,-2.75,7
"22","s.506cea66-de33-4345-bff8-d6ea5b82c948.txt",1,2,2,"XXXX",5,4,4,5,5,3,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,5,4,18,3,6,4,2,NA,NA,NA,22,3,4,5,2,NA,NA,NA,1,3,4,2,1,1,2,1,5,3,4,3,1,2,2,1,2,1,7,3,4,1,2,1,2,4,1,24,5,"3200","5500",41,2,"BLOIS","FRANCE",1,NA,7,3,NA,"agacement li<e9> aux sons","2023-09-05-11-15","2023-09-05-11-25",10,626,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,5,5,"SoftSound",NA,20,18,22,3,5,2,4,3,3,5,6,4,4,4,5,0,0,1,0.5,-0.5,0.5,-0.5,0.5,-0.5,"LatinScript",1.56596426164055,0.301002814475426,5,3.25,-1.26496144716513,-1.75,2.25
